actual_profit,ask,bid,closed,date,deal,ecc,entry_ema,etf,expected_profit,fast_ema,name,order,price,rr,slow_ema,symbol,tcc,time,trend,ttf,volume,win
-7.61,0,0,TRUE,24/01/2024,0,600,5,M1,19.01,8,FingerTrap,1168090003,0,2.5,20,USDCAD-T,50,55:00.6,3,M5,0.16,FALSE
11.4,0,0,TRUE,24/01/2024,0,600,5,M1,11.41,8,FingerTrap,1168090004,0,1.5,20,USDCAD-T,50,01:55:01,3,M5,0.16,TRUE
-7.61,0,0,TRUE,24/01/2024,0,600,5,M1,15.21,8,FingerTrap,1168090005,0,2,20,USDCAD-T,50,55:01.0,3,M5,0.16,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090007,0,2.5,20,AUDUSD-T,50,55:01.0,3,M5,0.19,FALSE
11.4,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090008,0,1.5,20,AUDUSD-T,50,01:55:01,3,M5,0.19,TRUE
15.2,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090010,0,2,20,AUDUSD-T,50,01:55:01,3,M5,0.19,TRUE
-8.27,0,0,TRUE,24/01/2024,0,600,5,M1,18.91,8,FingerTrap,1168090111,0,2.5,20,USDJPY-T,50,02:00.5,3,M5,0.35,FALSE
-8.27,0,0,TRUE,24/01/2024,0,600,5,M1,11.35,8,FingerTrap,1168090112,0,1.5,20,USDJPY-T,50,02:00.6,3,M5,0.35,FALSE
-8.27,0,0,TRUE,24/01/2024,0,600,5,M1,15.13,8,FingerTrap,1168090113,0,2,20,USDJPY-T,50,02:00.7,3,M5,0.35,FALSE
-7.56,0,0,TRUE,24/01/2024,0,600,5,M1,18,8,FingerTrap,1168090119,0,2.5,20,AUDUSD-T,50,03:00.4,3,M5,0.18,FALSE
10.98,0,0,TRUE,24/01/2024,0,600,5,M1,10.8,8,FingerTrap,1168090120,0,1.5,20,AUDUSD-T,50,02:03:00,3,M5,0.18,TRUE
14.58,0,0,TRUE,24/01/2024,0,600,5,M1,14.4,8,FingerTrap,1168090121,0,2,20,AUDUSD-T,50,02:03:01,3,M5,0.18,TRUE
-7.2,0,0,TRUE,24/01/2024,0,600,5,M1,18,8,FingerTrap,1168090214,0,2.5,20,GBPUSD-T,50,07:00.4,3,M5,0.18,FALSE
-7.2,0,0,TRUE,24/01/2024,0,600,5,M1,18,8,FingerTrap,1168090213,0,2.5,20,AUDUSD-T,50,07:00.4,3,M5,0.18,FALSE
-7.2,0,0,TRUE,24/01/2024,0,600,5,M1,10.8,8,FingerTrap,1168090215,0,1.5,20,GBPUSD-T,50,07:00.5,3,M5,0.18,FALSE
-7.2,0,0,TRUE,24/01/2024,0,600,5,M1,14.4,8,FingerTrap,1168090217,0,2,20,GBPUSD-T,50,07:00.6,3,M5,0.18,FALSE
11.34,0,0,TRUE,24/01/2024,0,600,5,M1,10.8,8,FingerTrap,1168090216,0,1.5,20,AUDUSD-T,50,02:07:01,3,M5,0.18,TRUE
14.4,0,0,TRUE,24/01/2024,0,600,5,M1,14.4,8,FingerTrap,1168090218,0,2,20,AUDUSD-T,50,02:07:01,3,M5,0.18,TRUE
-7.35,0,0,TRUE,24/01/2024,0,600,5,M1,18.37,8,FingerTrap,1168090233,0,2.5,20,USDJPY-T,50,10:00.6,3,M5,0.34,FALSE
-7.12,0,0,TRUE,24/01/2024,0,600,5,M1,11.02,8,FingerTrap,1168090234,0,1.5,20,USDJPY-T,50,10:00.6,3,M5,0.34,FALSE
-7.12,0,0,TRUE,24/01/2024,0,600,5,M1,14.7,8,FingerTrap,1168090235,0,2,20,USDJPY-T,50,10:00.8,3,M5,0.34,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090487,0,2.5,20,GBPUSD-T,50,19:00.3,3,M5,0.19,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090489,0,1.5,20,GBPUSD-T,50,19:00.4,3,M5,0.19,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090490,0,2,20,GBPUSD-T,50,19:00.5,3,M5,0.19,FALSE
-7.41,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090504,0,2.5,20,AUDUSD-T,50,20:00.4,3,M5,0.19,FALSE
-7.41,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090505,0,1.5,20,AUDUSD-T,50,20:00.5,3,M5,0.19,FALSE
-7.41,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090507,0,2,20,AUDUSD-T,50,20:00.6,3,M5,0.19,FALSE
-7.13,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090510,0,2.5,20,USDCAD-T,50,20:00.8,3,M5,0.16,FALSE
-7.37,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090512,0,1.5,20,USDCAD-T,50,20:00.8,3,M5,0.16,FALSE
-7.37,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090513,0,2,20,USDCAD-T,50,20:00.9,3,M5,0.16,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090509,0,2.5,20,GBPUSD-T,50,20:01.0,3,M5,0.19,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090514,0,1.5,20,GBPUSD-T,50,20:01.2,3,M5,0.19,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090516,0,2,20,GBPUSD-T,50,20:01.3,3,M5,0.19,FALSE
-7.98,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090636,0,2.5,20,GBPUSD-T,50,27:00.2,3,M5,0.19,FALSE
-7.79,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090637,0,1.5,20,GBPUSD-T,50,27:00.4,3,M5,0.19,FALSE
-7.79,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090638,0,2,20,GBPUSD-T,50,27:00.4,3,M5,0.19,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090652,0,2.5,20,USDCAD-T,50,30:00.9,3,M5,0.16,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090653,0,1.5,20,USDCAD-T,50,30:01.0,3,M5,0.16,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090655,0,2,20,USDCAD-T,50,30:01.1,3,M5,0.16,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090651,0,2.5,20,AUDUSD-T,50,30:01.1,3,M5,0.19,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090657,0,1.5,20,AUDUSD-T,50,30:01.2,3,M5,0.19,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090659,0,2,20,AUDUSD-T,50,30:01.3,3,M5,0.19,FALSE
-7.9,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090683,0,2.5,20,NZDUSD-T,50,33:00.3,3,M5,0.1,FALSE
-7.9,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090685,0,1.5,20,NZDUSD-T,50,33:00.3,3,M5,0.1,FALSE
-7.9,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090686,0,2,20,NZDUSD-T,50,33:00.4,3,M5,0.1,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,19,8,FingerTrap,1168090796,0,2.5,20,USDCAD-T,50,42:00.3,3,M5,0.16,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168090797,0,1.5,20,USDCAD-T,50,42:00.4,3,M5,0.16,FALSE
-7.6,0,0,TRUE,24/01/2024,0,600,5,M1,15.2,8,FingerTrap,1168090798,0,2,20,USDCAD-T,50,42:00.5,3,M5,0.16,FALSE
-5.62,0,0,TRUE,24/01/2024,0,600,5,M1,17.28,8,FingerTrap,1168091066,0,2.5,20,USDJPY-T,50,00:01.4,3,M5,0.32,FALSE
-5.62,0,0,TRUE,24/01/2024,0,600,5,M1,10.37,8,FingerTrap,1168091069,0,1.5,20,USDJPY-T,50,00:02.0,3,M5,0.32,FALSE
-6.91,0,0,TRUE,24/01/2024,0,600,5,M1,13.83,8,FingerTrap,1168091074,0,2,20,USDJPY-T,50,00:02.1,3,M5,0.32,FALSE
-7.13,0,0,TRUE,24/01/2024,0,600,5,M1,17.83,8,FingerTrap,1168091165,0,2.5,20,USDJPY-T,50,05:00.4,3,M5,0.33,FALSE
-7.13,0,0,TRUE,24/01/2024,0,600,5,M1,10.7,8,FingerTrap,1168091168,0,1.5,20,USDJPY-T,50,05:00.5,3,M5,0.33,FALSE
-6.46,0,0,TRUE,24/01/2024,0,600,5,M1,14.26,8,FingerTrap,1168091170,0,2,20,USDJPY-T,50,05:00.6,3,M5,0.33,FALSE
-6.44,0,0,TRUE,24/01/2024,0,600,5,M1,16.62,8,FingerTrap,1168091309,0,2.5,20,USDCAD-T,50,13:00.3,3,M5,0.14,FALSE
-6.44,0,0,TRUE,24/01/2024,0,600,5,M1,9.97,8,FingerTrap,1168091312,0,1.5,20,USDCAD-T,50,13:00.4,3,M5,0.14,FALSE
-6.44,0,0,TRUE,24/01/2024,0,600,5,M1,13.3,8,FingerTrap,1168091314,0,2,20,USDCAD-T,50,13:00.5,3,M5,0.14,FALSE
17.68,0,0,TRUE,24/01/2024,0,600,5,M1,17,8,FingerTrap,1168091367,0,2.5,20,GBPUSD-T,50,03:15:01,3,M5,0.17,TRUE
10.54,0,0,TRUE,24/01/2024,0,600,5,M1,10.2,8,FingerTrap,1168091370,0,1.5,20,GBPUSD-T,50,03:15:01,3,M5,0.17,TRUE
13.94,0,0,TRUE,24/01/2024,0,600,5,M1,13.6,8,FingerTrap,1168091372,0,2,20,GBPUSD-T,50,03:15:01,3,M5,0.17,TRUE
-6.27,0,0,TRUE,24/01/2024,0,600,5,M1,15.66,8,FingerTrap,1168091476,0,2.5,20,USDJPY-T,50,20:00.4,3,M5,0.29,FALSE
-6.27,0,0,TRUE,24/01/2024,0,600,5,M1,9.4,8,FingerTrap,1168091477,0,1.5,20,USDJPY-T,50,20:00.4,3,M5,0.29,FALSE
-6.27,0,0,TRUE,24/01/2024,0,600,5,M1,12.53,8,FingerTrap,1168091478,0,2,20,USDJPY-T,50,20:00.5,3,M5,0.29,FALSE
-6.5,0,0,TRUE,24/01/2024,0,600,5,M1,15,8,FingerTrap,1168091503,0,2.5,20,EURUSD-T,50,24:00.2,3,M5,0.5,FALSE
-7,0,0,TRUE,24/01/2024,0,600,5,M1,9,8,FingerTrap,1168091504,0,1.5,20,EURUSD-T,50,24:00.3,3,M5,0.5,FALSE
-7,0,0,TRUE,24/01/2024,0,600,5,M1,12,8,FingerTrap,1168091505,0,2,20,EURUSD-T,50,24:00.4,3,M5,0.5,FALSE
-5.23,0,0,TRUE,24/01/2024,0,600,5,M1,13.06,8,FingerTrap,1168091841,0,2.5,20,USDCAD-T,50,45:00.8,3,M5,0.11,FALSE
-5.23,0,0,TRUE,24/01/2024,0,600,5,M1,7.84,8,FingerTrap,1168091842,0,1.5,20,USDCAD-T,50,45:00.9,3,M5,0.11,FALSE
-5.23,0,0,TRUE,24/01/2024,0,600,5,M1,10.45,8,FingerTrap,1168091843,0,2,20,USDCAD-T,50,45:01.0,3,M5,0.11,FALSE
-5.36,0,0,TRUE,24/01/2024,0,600,5,M1,12.99,8,FingerTrap,1168092190,0,2.5,20,USDJPY-T,50,00:01.6,3,M5,0.24,FALSE
-5.2,0,0,TRUE,24/01/2024,0,600,5,M1,7.79,8,FingerTrap,1168092191,0,1.5,20,USDJPY-T,50,00:01.8,3,M5,0.24,FALSE
-5.03,0,0,TRUE,24/01/2024,0,600,5,M1,10.39,8,FingerTrap,1168092192,0,2,20,USDJPY-T,50,00:02.0,3,M5,0.24,FALSE
-4.75,0,0,TRUE,24/01/2024,0,600,5,M1,11.87,8,FingerTrap,1168092251,0,2.5,20,USDCAD-T,50,06:00.3,3,M5,0.1,FALSE
-4.75,0,0,TRUE,24/01/2024,0,600,5,M1,7.12,8,FingerTrap,1168092252,0,1.5,20,USDCAD-T,50,06:00.4,3,M5,0.1,FALSE
-4.75,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168092253,0,2,20,USDCAD-T,50,06:00.5,3,M5,0.1,FALSE
12.24,0,0,TRUE,24/01/2024,0,600,5,M1,12,8,FingerTrap,1168092296,0,2.5,20,GBPUSD-T,50,04:13:00,3,M5,0.12,TRUE
7.32,0,0,TRUE,24/01/2024,0,600,5,M1,7.2,8,FingerTrap,1168092297,0,1.5,20,GBPUSD-T,50,04:13:00,3,M5,0.12,TRUE
10.08,0,0,TRUE,24/01/2024,0,600,5,M1,9.6,8,FingerTrap,1168092298,0,2,20,GBPUSD-T,50,04:13:00,3,M5,0.12,TRUE
12.36,0,0,TRUE,24/01/2024,0,600,5,M1,12,8,FingerTrap,1168092308,0,2.5,20,GBPUSD-T,50,04:15:01,3,M5,0.12,TRUE
7.2,0,0,TRUE,24/01/2024,0,600,5,M1,7.2,8,FingerTrap,1168092309,0,1.5,20,GBPUSD-T,50,04:15:01,3,M5,0.12,TRUE
9.6,0,0,TRUE,24/01/2024,0,600,5,M1,9.6,8,FingerTrap,1168092310,0,2,20,GBPUSD-T,50,04:15:01,3,M5,0.12,TRUE
-4.83,0,0,TRUE,24/01/2024,0,600,5,M1,11.87,8,FingerTrap,1168092353,0,2.5,20,USDCAD-T,50,20:00.6,3,M5,0.1,FALSE
-4.83,0,0,TRUE,24/01/2024,0,600,5,M1,7.12,8,FingerTrap,1168092354,0,1.5,20,USDCAD-T,50,20:00.7,3,M5,0.1,FALSE
-4.83,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168092357,0,2,20,USDCAD-T,50,20:00.9,3,M5,0.1,FALSE
-4.8,0,0,TRUE,24/01/2024,0,600,5,M1,12,8,FingerTrap,1168092396,0,2.5,20,GBPUSD-T,50,25:00.5,3,M5,0.12,FALSE
11.46,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168092398,0,2.5,20,NZDUSD-T,50,04:25:01,3,M5,0.06,TRUE
6.84,0,0,TRUE,24/01/2024,0,600,5,M1,6.84,8,FingerTrap,1168092399,0,1.5,20,NZDUSD-T,50,04:25:01,3,M5,0.06,TRUE
9.12,0,0,TRUE,24/01/2024,0,600,5,M1,9.12,8,FingerTrap,1168092400,0,2,20,NZDUSD-T,50,04:25:01,3,M5,0.06,TRUE
11.4,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168092471,0,2.5,20,NZDUSD-T,50,04:30:01,3,M5,0.06,TRUE
6.84,0,0,TRUE,24/01/2024,0,600,5,M1,6.84,8,FingerTrap,1168092472,0,1.5,20,NZDUSD-T,50,04:30:01,3,M5,0.06,TRUE
-5.04,0,0,TRUE,24/01/2024,0,600,5,M1,12,8,FingerTrap,1168092473,0,2.5,20,AUDUSD-T,50,30:01.0,3,M5,0.12,FALSE
9.36,0,0,TRUE,24/01/2024,0,600,5,M1,9.12,8,FingerTrap,1168092476,0,2,20,NZDUSD-T,50,04:30:01,3,M5,0.06,TRUE
-4.91,0,0,TRUE,24/01/2024,0,600,5,M1,11.91,8,FingerTrap,1168093078,0,2.5,20,USDJPY-T,50,44:00.4,3,M5,0.22,FALSE
-4.91,0,0,TRUE,24/01/2024,0,600,5,M1,7.15,8,FingerTrap,1168093079,0,1.5,20,USDJPY-T,50,44:00.5,3,M5,0.22,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,10.69,8,FingerTrap,1168093206,0,2.5,20,USDCAD-T,50,49:00.3,3,M5,0.09,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,6.41,8,FingerTrap,1168093207,0,1.5,20,USDCAD-T,50,49:00.6,3,M5,0.09,FALSE
11.4,0,0,TRUE,24/01/2024,0,600,5,M1,11.4,8,FingerTrap,1168093208,0,2.5,20,NZDUSD-T,50,04:49:01,3,M5,0.06,TRUE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,8.55,8,FingerTrap,1168093209,0,2,20,USDCAD-T,50,49:00.8,3,M5,0.09,FALSE
6.96,0,0,TRUE,24/01/2024,0,600,5,M1,6.84,8,FingerTrap,1168093210,0,1.5,20,NZDUSD-T,50,04:49:01,3,M5,0.06,TRUE
9.18,0,0,TRUE,24/01/2024,0,600,5,M1,9.12,8,FingerTrap,1168093211,0,2,20,NZDUSD-T,50,04:49:01,3,M5,0.06,TRUE
-4.51,0,0,TRUE,24/01/2024,0,600,5,M1,11,8,FingerTrap,1168093212,0,2.5,20,GBPUSD-T,50,49:01.1,3,M5,0.11,FALSE
-4.51,0,0,TRUE,24/01/2024,0,600,5,M1,6.6,8,FingerTrap,1168093213,0,1.5,20,GBPUSD-T,50,49:01.1,3,M5,0.11,FALSE
-4.51,0,0,TRUE,24/01/2024,0,600,5,M1,8.8,8,FingerTrap,1168093214,0,2,20,GBPUSD-T,50,49:01.2,3,M5,0.11,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,10.69,8,FingerTrap,1168093282,0,2.5,20,USDCAD-T,50,55:00.4,3,M5,0.09,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,6.41,8,FingerTrap,1168093283,0,1.5,20,USDCAD-T,50,55:00.5,3,M5,0.09,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,8.55,8,FingerTrap,1168093285,0,2,20,USDCAD-T,50,55:00.6,3,M5,0.09,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,10.69,8,FingerTrap,1168093379,0,2.5,20,USDCAD-T,50,00:01.7,3,M5,0.09,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,6.41,8,FingerTrap,1168093381,0,1.5,20,USDCAD-T,50,00:01.9,3,M5,0.09,FALSE
-4.21,0,0,TRUE,24/01/2024,0,600,5,M1,8.55,8,FingerTrap,1168093383,0,2,20,USDCAD-T,50,00:02.3,3,M5,0.09,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168093672,0,2.5,20,USDCAD-T,50,14:00.3,3,M5,0.08,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168093673,0,1.5,20,USDCAD-T,50,14:00.4,3,M5,0.08,FALSE
-3.8,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168093674,0,2,20,USDCAD-T,50,14:00.4,3,M5,0.08,FALSE
-3.86,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168093687,0,2.5,20,USDCAD-T,50,15:00.6,3,M5,0.08,FALSE
-3.86,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168093688,0,1.5,20,USDCAD-T,50,15:00.8,3,M5,0.08,FALSE
-3.86,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168093689,0,2,20,USDCAD-T,50,15:01.0,3,M5,0.08,FALSE
-4.41,0,0,TRUE,24/01/2024,0,600,5,M1,10.68,8,FingerTrap,1168093975,0,2.5,20,USDCAD-T,50,25:00.5,3,M5,0.09,FALSE
-4.41,0,0,TRUE,24/01/2024,0,600,5,M1,6.41,8,FingerTrap,1168093977,0,1.5,20,USDCAD-T,50,25:00.5,3,M5,0.09,FALSE
-4.41,0,0,TRUE,24/01/2024,0,600,5,M1,8.55,8,FingerTrap,1168093979,0,2,20,USDCAD-T,50,25:00.6,3,M5,0.09,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168094383,0,2.5,20,GBPUSD-T,50,47:00.4,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168094384,0,1.5,20,GBPUSD-T,50,47:00.6,3,M5,0.1,FALSE
-4.02,0,0,TRUE,24/01/2024,0,600,5,M1,9.74,8,FingerTrap,1168094385,0,2.5,20,USDJPY-T,50,47:00.6,3,M5,0.18,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168094387,0,2,20,GBPUSD-T,50,47:00.6,3,M5,0.1,FALSE
-4.02,0,0,TRUE,24/01/2024,0,600,5,M1,5.84,8,FingerTrap,1168094388,0,1.5,20,USDJPY-T,50,47:00.7,3,M5,0.18,FALSE
-4.02,0,0,TRUE,24/01/2024,0,600,5,M1,7.79,8,FingerTrap,1168094389,0,2,20,USDJPY-T,50,47:00.8,3,M5,0.18,FALSE
9.5,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168094439,0,2.5,20,NZDUSD-T,50,05:50:00,3,M5,0.05,TRUE
5.7,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168094441,0,1.5,20,NZDUSD-T,50,05:50:01,3,M5,0.05,TRUE
7.6,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168094445,0,2,20,NZDUSD-T,50,05:50:01,3,M5,0.05,TRUE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168094447,0,2.5,20,AUDUSD-T,50,50:00.9,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168094449,0,1.5,20,AUDUSD-T,50,50:01.0,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168094450,0,2,20,AUDUSD-T,50,50:01.1,3,M5,0.1,FALSE
-3.96,0,0,TRUE,24/01/2024,0,600,5,M1,9.9,8,FingerTrap,1168094451,0,2.5,20,EURUSD-T,50,50:01.2,3,M5,0.33,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168094444,0,2.5,20,GBPUSD-T,50,50:01.2,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168094452,0,1.5,20,GBPUSD-T,50,50:01.3,3,M5,0.1,FALSE
-4,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168094453,0,2,20,GBPUSD-T,50,50:01.3,3,M5,0.1,FALSE
10.2,0,0,TRUE,24/01/2024,0,600,5,M1,10,8,FingerTrap,1168095007,0,2.5,20,GBPUSD-T,50,06:15:01,3,M5,0.1,TRUE
6.3,0,0,TRUE,24/01/2024,0,600,5,M1,6,8,FingerTrap,1168095008,0,1.5,20,GBPUSD-T,50,06:15:01,3,M5,0.1,TRUE
8.2,0,0,TRUE,24/01/2024,0,600,5,M1,8,8,FingerTrap,1168095009,0,2,20,GBPUSD-T,50,06:15:01,3,M5,0.1,TRUE
9.65,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168095020,0,2.5,20,NZDUSD-T,50,06:16:00,3,M5,0.05,TRUE
5.85,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168095021,0,1.5,20,NZDUSD-T,50,06:16:01,3,M5,0.05,TRUE
7.7,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168095023,0,2,20,NZDUSD-T,50,06:16:01,3,M5,0.05,TRUE
9.57,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168095076,0,2.5,20,USDCAD-T,50,06:19:00,3,M5,0.08,TRUE
5.88,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168095077,0,1.5,20,USDCAD-T,50,06:19:00,3,M5,0.08,TRUE
7.61,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168095078,0,2,20,USDCAD-T,50,06:19:01,3,M5,0.08,TRUE
9.52,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168095097,0,2.5,20,USDCAD-T,50,06:20:00,3,M5,0.08,TRUE
5.83,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168095098,0,1.5,20,USDCAD-T,50,06:20:00,3,M5,0.08,TRUE
7.67,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168095099,0,2,20,USDCAD-T,50,06:20:01,3,M5,0.08,TRUE
9.69,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168095256,0,2.5,20,USDCAD-T,50,06:30:01,3,M5,0.08,TRUE
5.71,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168095257,0,1.5,20,USDCAD-T,50,06:30:01,3,M5,0.08,TRUE
7.61,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168095259,0,2,20,USDCAD-T,50,06:30:01,3,M5,0.08,TRUE
-3.89,0,0,TRUE,24/01/2024,0,600,5,M1,9.74,8,FingerTrap,1168095646,0,2.5,20,USDJPY-T,50,45:00.8,3,M5,0.18,FALSE
-3.89,0,0,TRUE,24/01/2024,0,600,5,M1,5.84,8,FingerTrap,1168095651,0,1.5,20,USDJPY-T,50,45:01.0,3,M5,0.18,FALSE
-3.89,0,0,TRUE,24/01/2024,0,600,5,M1,7.79,8,FingerTrap,1168095653,0,2,20,USDJPY-T,50,45:01.1,3,M5,0.18,FALSE
9.5,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168095787,0,2.5,20,NZDUSD-T,50,06:49:00,3,M5,0.05,TRUE
5.7,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168095788,0,1.5,20,NZDUSD-T,50,06:49:00,3,M5,0.05,TRUE
7.65,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168095789,0,2,20,NZDUSD-T,50,06:49:01,3,M5,0.05,TRUE
9.55,0,0,TRUE,24/01/2024,0,600,5,M1,9.5,8,FingerTrap,1168095803,0,2.5,20,NZDUSD-T,50,06:50:00,3,M5,0.05,TRUE
5.75,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168095804,0,1.5,20,NZDUSD-T,50,06:50:00,3,M5,0.05,TRUE
7.65,0,0,TRUE,24/01/2024,0,600,5,M1,7.6,8,FingerTrap,1168095806,0,2,20,NZDUSD-T,50,06:50:01,3,M5,0.05,TRUE
9.58,0,0,TRUE,24/01/2024,0,600,5,M1,9.51,8,FingerTrap,1168095852,0,2.5,20,USDCAD-T,50,06:51:00,3,M5,0.08,TRUE
5.95,0,0,TRUE,24/01/2024,0,600,5,M1,5.7,8,FingerTrap,1168095855,0,1.5,20,USDCAD-T,50,06:51:00,3,M5,0.08,TRUE
7.73,0,0,TRUE,24/01/2024,0,600,5,M1,7.61,8,FingerTrap,1168095856,0,2,20,USDCAD-T,50,06:51:00,3,M5,0.08,TRUE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,9.74,8,FingerTrap,1168095971,0,2.5,20,USDJPY-T,50,55:00.3,3,M5,0.18,FALSE
-3.9,0,0,TRUE,24/01/2024,0,600,5,M1,5.84,8,FingerTrap,1168095974,0,1.5,20,USDJPY-T,50,55:00.4,3,M5,0.18,FALSE
